Participant,DRI
1,0.22156489696387438
2,0.3483315538191576
4,0.37411451009558383
7,-0.02252153674640589
9,0.19313190849407724
11,0.42983431161929064
14,0.15884354580000992
17,0.41185557210107815
19,0.18636083882904853
20,0.4823255837325622
24,0.32050633132864426
26,0.33306101472807303
28,0.0
29,0.017772643854520265
37,0.08034372870275219
40,0.16545159113972518
41,0.25464050734668775
46,0.38333812969426173
47,0.3419291662787596
49,0.324266341054253
54,0.09888709819749697
56,0.40815392683726026
59,0.07589530005035217
60,0.22313832673939227
69,0.4083271503846473
70,0.1679190035380167
73,0.295621120037151
75,0.17063781837115966
76,0.49973928970311143
77,0.1454641766071192
81,0.5020209225320849
82,0.5052367956841333
83,0.5127596095647331
85,0.36036932007108247
86,0.5124604082560389
88,0.5495514593398358
96,0.2126943068896734
97,0.2747967030235794
103,0.0
107,0.1836936313252142
116,0.3610961326693283
122,0.34656470594614275
127,0.38159678971621136
130,0.4321583934793207
135,0.2555668022631592
136,0.34304204979370545
137,0.4923263492672081
138,0.19257032774869987
152,0.4710355283275063
158,0.3678385541921396
168,0.2891768582041496
169,0.26266204066696797
172,0.0764775685654211
175,0.34389591313315915
176,0.24899252371906222
180,0.28581275900884684
182,0.49000995130490166
184,0.14333705504199812
186,0.4497247821483732
194,0.32043935498781906
195,0.24150296711671948
197,0.2745359014397397
198,0.31139487517745446
202,0.39241392658620966
203,0.30518731650584696
205,0.4373573287405448
211,-0.1348009341984281
218,-0.26726585133253034
220,0.4653369478096079
234,0.27666533557575534
235,0.08876802390034322
236,0.30965086086550553
240,0.21311571903931426
243,0.3141968513979465
244,0.10879343997251856
246,0.1291929402444303
251,-0.27120175129654134
258,0.39123468017474927
259,0.2689973917943289
262,0.3874825503824997
263,0.34668950714955993
265,0.3023067189871034
266,0.09391556428986236
268,0.27660258713406316
269,0.26526392591691694
280,0.40088394655686055
282,0.4927813394439513
285,0.21612477365199445
287,0.3753172901777151
289,0.39798316862006455
294,-0.004248020604855518
298,0.0
299,0.3418195341122183
300,0.3204893223795553
305,0.3891457420844553
307,-0.21278473858552904
309,0.3628391667572344
312,-0.035873247236287154
321,0.0
339,0.17388268076394375
342,0.5302078044222709
347,0.14327079891075645
360,0.3724225913330397
365,0.23382698216716125
366,0.3336319616112913
373,0.2879390537374058
388,0.31199410784405224
390,0.3282680655372596
392,0.3603721259426633
394,0.3918337920787416
399,0.498551848772097
402,0.393765006814379
403,0.43123447835193907
404,0.4701524023998187
405,0.4310196798468362
407,0.3432586477638071
409,0.2708844117752034
410,0.3652484864035912
412,0.446545747231746
423,0.4228610487002371
427,0.4538954499381529
429,0.13949689516067343
431,0.4323867628601361
439,0.20129834124392132
440,0.32446387278549915
444,0.5319620057828123
445,0.4015781994697565
446,0.24748870679949042
447,0.4672375290012438
448,0.32543196421342424
450,0.31271311184251593
452,0.31111180582731723
455,0.3099508383128837
456,0.38180293604097026
459,0.0
461,0.408673573643616
463,0.46239127296389193
464,0.3324627043152055
465,-0.2526056191280286
466,0.16751726439148307
467,0.2654660246376104
468,0.13846989448236857
469,0.3106786066414253
476,0.3552975758678818
480,0.2417624668655156
485,0.42259086579241645
486,0.11098081861035247
492,0.390823796236365
496,0.1682367494962944
497,0.3714294357310859
498,0.3118348128423021
499,0.4411340477740433
506,0.38886561772659367
508,0.5288099392014352
509,0.3823951942530628
510,0.535324719565988
513,0.29768874917764565
514,0.40195983938160795
517,0.4428320188320225
518,0.30085377924066914
521,0.4334859855847659
524,0.24368789096589638
527,0.43997661022175105
528,0.4200029684940503
529,0.31228354258357993
530,0.3354098234472498
532,0.3416847892667376
533,0.500359025805952
534,0.5031019129306029
535,0.0
536,0.16060774328895122
538,0.4050415688320028
541,0.30386869104864145
544,0.32957429682131245
547,0.2408356904143485
553,0.4813226161864994
554,0.4595709420750522
555,0.3698444798812046
556,0.48447639384499097
557,0.32196511033441966
558,0.42694594351050297
563,0.12846496337177293
564,0.27606186620940143
566,0.4424067787868755
568,0.5109832802284986
569,0.37347278338409495
572,0.310400467681341
573,0.41450375183787425
575,0.239422265351809
586,0.45674510637916166
587,0.4661865789933002
588,0.5354030407618697
589,0.5203895935323899
590,0.3186546883981438
593,0.11156927154923091
595,0.5214801909243403
596,0.35610780454641966
603,0.4083078010210279
605,0.45079574018483437
606,0.43916396560034077
607,0.42329748036399706
609,0.33179673155815714
610,0.45303755263950096
611,0.3788904800428903
614,0.5034753348986498
616,0.013192110502602494
618,0.49734145702149357
623,0.3332866195334294
635,0.46648154497567074
640,0.25969070805097383
642,0.2670527119833157
643,0.36275527391062523
649,0.14948407691875576
652,0.4947521564050723
655,0.4492257297748119
669,-0.40874787904213483
674,0.33041017022891017
680,0.3656477839752412
681,0.31633987732355107
682,0.21583406053693022
685,0.0021520326465716
687,0.4628479328352584
702,0.403103326226004
706,0.2861927508705897
710,0.41205653713036927
711,0.430091010302061
712,0.2594376938008147
720,0.21017792681183622
729,0.4844509800075256
731,0.4706283904816506
737,0.44558857900301474
742,0.31071657978438494
743,0.3971880126432885
746,0.11353699780726578
747,0.37908569611997645
758,0.37951917234516674
760,0.0
761,0.4026078603529095
765,0.45060401624531177
773,0.23989089363101157
778,0.19558333675115724
781,0.3745109679042442
789,0.4706472908449413
792,0.3057067508670557
794,0.030229024174349917
795,0.31132147064483306
799,0.47441235920660896
802,0.26397367653344017
803,0.33867084977889483
804,0.17497004901419344
808,0.4333079810884133
814,0.25644428803829955
817,0.47140638040252036
824,0.29847681794511804
827,0.35599213410716013
831,-0.5494147190081955
841,0.29043632016277665
848,0.4103964774713431
852,0.46232088493806267
860,0.0
862,0.37999038288562903
864,0.44424676291125254
869,0.27492757873747253
875,0.45423267034834414
880,0.3739379291410665
881,0.5152593706683257
900,0.44561431562798237
901,0.36898096334841046
903,0.42328439211274604
910,0.207991481179026
923,0.5655012735380163
929,0.3814971000771705
930,0.0
931,0.3391650701413278
932,0.43318075716637305
934,0.03983158828794364
936,0.0
940,0.44078783707737257
941,0.3314403232025003
942,0.0
943,0.0
948,0.4183770715553179
951,0.41656967798681976
961,0.4808568480651447
971,0.4692735129473331
973,0.45901166437193863
976,0.43747699442334276
990,0.4617484685778983
991,0.5094661988157161
995,0.44368287403160855
1009,-0.11257332931762076
1012,0.5543571253575408
1013,0.26654900574081086
1015,0.5133359414691703
1019,0.35464003060202987
1022,0.408723626256809
1031,0.41200766099832586
1032,0.37841904045675956
1038,0.3480938613873532
1039,0.5377171303166921
1042,0.3303533710236475
1055,0.40307337192031967
1056,0.24832574356858594
1071,0.3649193621179052
1082,0.39286314292761304
1084,0.43101795506016005
1089,0.4246122662359382
1090,0.38182359812787436
1091,0.5342686440300237
1092,0.5211630329323931
1094,0.5228305100998372
1097,0.5451302115139018
1105,0.3388168053570566
1112,0.3715508574647133
1113,0.45935861825767743
1117,0.23125882143016963
1127,0.46495584047794547
1128,0.29403564908030044
1131,0.2686494943445943
1133,0.3555551904271719
1136,0.4521590208479096
1147,0.5082473766605613
1151,0.4009796762752882
1155,0.4888246767373108
1156,0.520945868123937
1158,0.08922422819924347
1167,0.2142054305452652
1169,0.4182296496952542
1175,0.3380985830981502
1176,0.3624874272204559
1179,0.525479019130616
1180,0.33605351459380994
1187,0.4924936242710396
1192,0.34713728619262385
1193,0.2745468231408612
1194,0.42494770220323197
1195,0.4384162368142246
1201,0.42142330384201165
1203,0.3104794859798259
1208,0.5491367962125369
1211,0.5686011133733035
1212,0.0
1216,0.3360194500561442
1218,0.4617129928580115
1223,0.4198618026803107
1227,0.41634749359254264
1238,0.33349783043602077
1247,0.4498957048670884
1249,0.061971347112009134
1253,0.07093790604112526
1257,-0.14622034675927442
1258,0.4021213594486781
1259,0.45625117881796773
1260,0.4986588933762963
1263,0.2702488648861685
1268,0.032196152691170266
1270,0.18023345009985192
1274,0.40708293110191374
1281,0.4028757029514629
1282,0.2524323610507506
1290,0.41432558611073733
1299,0.26046354898237545
1300,0.0
1301,-0.23615059300516372
1303,0.09076554768555711
1306,0.5152450563137323
1312,0.5408253213260381
1314,0.519673919447234
1315,0.5318750898065239
1324,0.00855579031523912
1326,0.400940250409513
1335,0.4158382812488157
1338,0.44605465267773536
1344,0.4276662369296469
1347,0.24589459150496773
1356,0.3648318604546583
1367,0.38064661755560536
1369,0.37213473676824393
1395,0.43399337103250346
1403,-0.27599469858651426
1416,0.4757226932506966
1431,0.4592012252266531
1445,0.2813944621418216
1447,0.283996613420908
1464,0.46493451828933874
1466,0.3914228593844371
1478,0.3261902307760882
1486,0.44001020997418494
1496,0.42097506497567494
1500,0.4484866958442737
1504,0.43593055388540014
1508,0.30133617063762186
1509,0.4461604105524717
1511,0.45042087490789484
1517,0.48424595453405295
1522,0.4213576336907259
1526,0.3938912895835378
1533,0.5162249904327036
1537,0.48069209483030617
1570,0.3940919661449833
1581,0.3739127529211419
1591,0.4713878698987364
1598,0.2730797578874189
1608,0.28129491312165555
1610,0.3977827140533696
1628,0.42329345330168056
1644,0.3026854692433465
1650,0.48714406447653547
1655,0.3948593958316531
1671,0.47306690737942936
1674,0.3534932541036191
1685,0.4771403534846437
1688,0.26958309394800084
1714,0.4900738757809806
1719,0.38401089424765855
1720,0.2809177114719432
1730,0.43996638497895546
1743,0.4686139195188417
1750,0.0
1758,0.06683688190539838
1762,0.3858947858254984
1764,0.438499032008524
1773,0.35938096899757666
1775,0.11013851212008974
1791,0.0
1798,0.47279014920851536
1799,0.4706679757891121
1801,0.5082877608890699
1812,0.18074919329464278
1816,0.490285031679625
1829,0.3980541518681302
1831,0.4147723892582589
1842,0.517387677039433
1844,0.5312115970506341
1847,0.18411740453402015
1858,0.32491813001396164
1860,0.45307746281316286
1869,0.517603152190188
