case,CaseName,ρPre,ρPost,ρDelta,DRIPre,DRIPost,DRIDelta,MeanPermutedDRIPre,MeanPermutedDRIPost,MeanPermutedDRIDelta,pValuePre,pValuePost,pValueDelta,CIPre,CIPost,CIDelta
0.1,Uppsala Speaks_Control,0.42244399882433464,0.3024315949055901,-0.12001240391874457,0.40454293054656865,0.28267996885342295,-0.06845941407208578,0.2406212128054214,0.15393989125461255,-0.05582740881234761,0.0,0.004,0.776,"(0.1740304454106544, 0.34796084273704875)","(0.04496932080441992, 0.2689437388604766)","(-0.18669308303805346, 0.06940595683243223)"
1.0,Uppsala Speaks_Group Briefing,0.24035724839563324,0.46072031238648203,0.2203630639908488,0.3384115898230393,0.5276924796510876,0.04992426177192044,0.22333287354304263,0.3690302096394461,0.08344178503706236,0.008,0.0,0.28200000000000003,"(0.15636570259213364, 0.32874638726082434)","(0.3005188972732116, 0.453139594519828)","(-0.0013021818680235663, 0.16292697497311892)"
2.0,Uppsala Speaks_Group Building Plus,0.3529028989369815,0.7516345534207645,0.39873165448378295,0.4306278546970681,0.66678792721933,0.06097380062780644,0.3313719633203485,0.40377542038723113,0.05169519521863535,0.03,0.0,0.928,"(0.2591808726116193, 0.4487190479052331)","(0.33130984933374535, 0.5221522587252627)","(-0.09275870744323575, 0.15188993093220302)"
3.0,FNQCJ,0.1415424023060164,0.6808215719527619,0.5392791696467456,-0.07104359808130822,0.490588468232938,0.5288289561406949,-0.06914767776692889,0.32802795812561636,0.42583032118439385,0.96,0.008,0.092,"(-0.1398190811190236, 0.017097940063587592)","(0.2277766549089661, 0.4879827408067167)","(0.26861957472190817, 0.5799506689929966)"
4.0,ACP,0.08584890913473953,0.06116594274795748,-0.024682966386782045,0.14228978962757277,0.016670326922834988,0.05215603338055952,0.1106546896453466,0.007468609636088622,0.020634186442524065,0.008,0.4,0.056,"(0.08407368511333932, 0.141286241544037)","(-0.016014846264623604, 0.03706346605735003)","(-0.020770655085386662, 0.06682030541580691)"
5.0,Sydney CC,0.11920911740155146,0.03552752010550161,-0.08368159729604985,0.380240176329816,0.45602850887769764,0.12046465760954339,0.36897876408864655,0.4605833376947514,0.1118740033467199,0.626,0.9079999999999999,0.812,"(0.3179500971902547, 0.4219387713537404)","(0.399005913063913, 0.5326674836148586)","(0.021344080663319293, 0.19546762662692174)"
6.0,Forest ERA_Citizens,0.4041273713921992,0.5084737583111412,0.10434638691894199,0.3624828530901154,0.4960087725677449,0.00417970531207823,0.26518283857276703,0.38089741854310066,0.06041068954649453,0.054,0.034,0.4059999999999999,"(0.16792379997394857, 0.38455852054433226)","(0.2732886362237876, 0.5074080885515847)","(-0.09938132227837217, 0.20872807135661822)"
7.0,Forest ERA_Stakeholders,0.04628333982426866,0.3371998717564762,0.29091653193220757,0.4080243120261533,0.4846059895254837,-0.14455385319434377,0.3823962027905888,0.4447086409203704,-0.11427670308012543,0.476,0.214,0.508,"(0.30685007044266716, 0.48081141182135206)","(0.3862582475910784, 0.5192454243717642)","(-0.21991380372863575, -0.004753275559598184)"
8.0,Biobanking_UBC,0.04347027810310345,0.0053107128212996155,-0.03815956528180384,0.23261385057951633,0.32863827715167915,0.09643328496741344,0.21042464431631938,0.3341268565998694,0.10134795425349516,0.53,0.8640000000000001,0.9039999999999999,"(0.13075977840011144, 0.30869993562044035)","(0.26926551699342044, 0.4091683852180041)","(0.013644027550420124, 0.20977108422604568)"
9.0,Biobanking_Mayo,0.05162510296456461,0.2726660370093549,0.22104093404479028,0.2762641224189706,0.33608068844243455,0.005368814027927549,0.2753584623692998,0.26436843282790634,0.03314327378869079,0.94,0.126,0.5680000000000001,"(0.21338049110993662, 0.35293335801991366)","(0.16643901393954244, 0.3749765843387683)","(-0.08954659531755199, 0.14375214647315004)"
10.0,Biobanking_WA_Citizens,0.21397356453600672,0.4964256083670189,0.2824520438310122,0.20576750709918867,0.5037228010273893,-0.0969179350464906,0.1361388793031408,0.3998870283121917,0.060736360922840696,0.36,0.062,0.05600000000000005,"(0.014332905661490428, 0.3069990971372205)","(0.29013273403884277, 0.5435654907074682)","(-0.12875080383971857, 0.22533036194036946)"
11.0,Biobanking_WA_Stakeholders,0.3086810343791305,0.32971031782902677,0.02102928344989624,0.33340805301164567,0.26704454886049356,-0.039310380831714786,0.2448436818858855,0.18392779756714742,-0.17882755291961122,0.056,0.092,0.01,"(0.1597466032040979, 0.3634090078996396)","(0.0886507751244519, 0.30280280397384496)","(-0.29494444714952733, -0.04059125467822488)"
12.0,Fremantle Bridge,0.3377308004602853,0.6898130435535201,0.3520822430932348,0.2109391919163477,0.33810436303812064,-0.07676569029030134,0.0748736800401902,0.06749244140180999,-0.12859638581467714,0.0,0.0,0.09,"(0.03140234041746321, 0.1469774477271547)","(-0.007552655808088284, 0.19504477826948582)","(-0.2114703247955183, -0.051101582774919614)"
13.0,CCPS,0.3975580856725785,0.23034156043514672,-0.16721652523743177,0.5295712223574569,0.617570521982931,0.012360795155459181,0.4059391264537392,0.5701353929374089,0.010925705058832344,0.0,0.024,0.974,"(0.3429127652827251, 0.49055458319135953)","(0.5248513845478051, 0.6231948252710701)","(-0.06322880303813389, 0.08126265409715182)"
14.0,Energy Futures_WA,0.18244446416712837,0.46090596278863644,0.27846149862150804,0.24592118626077153,0.48095328169342166,0.23383421200155552,0.1842146355745034,0.34546263915263276,0.11532978850582434,0.112,0.0,0.004,"(0.10686108041036772, 0.2924115498790442)","(0.28752048706594224, 0.41724690378796436)","(0.013235411169389186, 0.2221805304981443)"
15.0,Energy Futures_NSW,-0.0778333562979915,0.31777622279952655,0.39560957909751804,0.24460076229104488,0.4685390075854803,0.27006868508977444,0.25858711673965473,0.40979359230771784,0.12442438831219411,0.9119999999999999,0.038,0.004,"(0.1523874537700214, 0.42399846845825667)","(0.3448180620882976, 0.4791875559402024)","(-0.008787166200991054, 0.2632497728429056)"
16.0,Energy Futures_Vic,0.31961444429351676,0.5414126232688722,0.22179817897535542,0.2842890144449495,0.6172403417825487,0.0940360569005052,0.22657425942200896,0.46069342592943663,0.06284977295078582,0.264,0.0,0.574,"(0.14520924703919494, 0.35735168694346076)","(0.37760618239626337, 0.5749363154781234)","(-0.06910892165881703, 0.16787339971428977)"
17.0,Valsamoggia,0.8158376011272916,0.6611798677611801,-0.15465773336611155,0.35959642113536106,0.3060081127341603,0.009644212257365004,-0.1604965003218232,-0.07617325856677587,0.0724332578236485,0.0,0.002,0.3859999999999999,"(-0.31438248146936704, 0.2063650124557315)","(-0.2259491159255253, 0.2583796553425123)","(-0.14609715457036884, 0.28355041604512454)"
