case,CaseName,ρPre,ρPost,ρDelta,DRIPre,DRIPost,DRIDelta,MeanPermutedDRIPre,MeanPermutedDRIPost,MeanPermutedDRIDelta,pValuePre,pValuePost,pValueDelta,CIPre,CIPost,CIDelta
0.1,Uppsala Speaks_Control,0.42244399882433464,0.3024315949055901,-0.12001240391874457,0.42244399882433464,0.3024315949055901,0.0320185564301525,0.0030186683088814525,0.0007400939043418359,0.0006666715224939647,0.0,0.002,0.742,"(-0.18780827767782082, 0.32847487027482414)","(-0.21620503202854424, 0.24790019380125386)","(-0.2586973306083787, 0.24078424185820207)"
1.0,Uppsala Speaks_Group Briefing,0.24035724839563324,0.46072031238648203,0.2203630639908488,0.24035724839563324,0.46072031238648203,0.09915904210768356,-0.00012391153876335434,0.004077789568988741,0.0036346233234679655,0.018,0.0,0.208,"(-0.1799323771066511, 0.25374564743355366)","(-0.19486345849609682, 0.2507129938548787)","(-0.18297341197080613, 0.20982564531148962)"
2.0,Uppsala Speaks_Group Building Plus,0.3529028989369815,0.7516345534207645,0.39873165448378295,0.3529028989369815,0.7516345534207645,0.37032815086115595,0.00022903856586628638,0.008034452128486648,0.003779037045197181,0.022,0.0,0.002,"(-0.24506913674915504, 0.3917734858142757)","(-0.2354502102522178, 0.3828780221713247)","(-0.40622041521431923, 0.30092765884165873)"
3.0,FNQCJ,0.1415424023060164,0.6808215719527619,0.5392791696467456,0.1415424023060164,0.6808215719527619,0.6349673055574369,-0.004299650639568726,0.007497181062399684,0.002145612561861892,0.37,0.012,0.038,"(-0.3288029044139766, 0.4154308557321614)","(-0.3544759808778122, 0.6913655797954698)","(-0.6599543065453276, 0.748693882992342)"
4.0,ACP,0.08584890913473953,0.06116594274795748,-0.024682966386782045,0.08584890913473953,0.06116594274795748,0.06123203555012556,-0.0007599226826030498,-8.459956299503162e-5,0.0010010919027760323,0.034,0.162,0.364,"(-0.09303259842536853, 0.10345483999075426)","(-0.09145282611997531, 0.11969198241637052)","(-0.1675410877078928, 0.14963519016638455)"
5.0,Sydney CC,0.11920911740155146,0.03552752010550161,-0.08368159729604985,0.11920911740155146,0.03552752010550161,0.058922002025907624,0.0013580128558073298,0.004505249783496402,0.005581460766618469,0.318,0.772,0.724,"(-0.25450784883127087, 0.2699431742876051)","(-0.2807856492255046, 0.3064949773020231)","(-0.35289629583321613, 0.3236433791068476)"
6.0,Forest ERA_Citizens,0.4041273713921992,0.5084737583111412,0.10434638691894199,0.4041273713921992,0.5084737583111412,0.17941628170408103,0.0018537015333660732,0.011229272172184331,0.013943402912769463,0.022,0.018,0.584,"(-0.37762509744364076, 0.42761811722778975)","(-0.4693242053120348, 0.5385033017909002)","(-0.6319988071767633, 0.63206460965979)"
7.0,Forest ERA_Stakeholders,0.04628333982426866,0.3371998717564762,0.29091653193220757,0.04628333982426866,0.3371998717564762,0.23437050864789105,-0.007700271595982278,-0.0008319663279537598,0.01503529725900946,0.748,0.14,0.368,"(-0.38367123251279667, 0.4694693416428449)","(-0.3555292594469272, 0.5006867615420331)","(-0.4676136286245553, 0.5568561157006201)"
8.0,Biobanking_UBC,0.04347027810310345,0.0053107128212996155,-0.03815956528180384,0.04347027810310345,0.0053107128212996155,0.10906981442771224,-0.0018780767306594826,0.0011129209136723137,0.005372496300804712,0.658,0.936,0.334,"(-0.25692248394819783, 0.3139595298274128)","(-0.227953573729668, 0.2551012900350749)","(-0.25565391911392604, 0.28318209469613326)"
9.0,Biobanking_Mayo,0.05162510296456461,0.2726660370093549,0.22104093404479028,0.05162510296456461,0.2726660370093549,0.18021162290716497,-0.0010224793998516674,-0.004981257755325712,-0.004865664505930307,0.596,0.074,0.272,"(-0.21550908673355507, 0.2530587508983525)","(-0.35397507803386435, 0.36386521349654033)","(-0.42517032203081945, 0.39797265891767747)"
