Participant,DRI
2435,0.5778234119308014
2461,0.41799679832862147
2476,0.0
2500,0.5994452365959446
2503,0.5755665838934487
2507,0.46862685850344277
2510,0.6155293286895809
2514,0.4666187052685207
2567,0.6061357903400921
2579,0.6606685630891616
2582,0.47933089403086093
2607,0.5926954586275477
2620,0.6648444151822799
2639,0.4853677295495269
2640,0.5205474654542173
2668,0.4910316185439718
2701,0.5726892882626533
2733,0.5407391502428796
2738,0.629869038864187
2745,0.5420865673451081
2759,0.49292305903880895
2790,0.4862556511570246
2820,0.6264708476459413
2831,0.6186720808648383
2834,0.6332505362721266
2862,0.5824746457500167
2877,0.3726083920238259
3038,0.595781997124968
3045,0.5994338164517519
3048,0.5919877923165981
3052,0.5131006021177853
3057,0.4848666881326129
3082,0.4496525358902581
3104,0.28489067406679625
3113,0.371118648674716
3117,0.6541045334341942
3120,0.5860680574057224
3141,0.6421192458021074
3354,0.6470856888040579
3355,0.4970191167990088
3359,0.5894925151726911
3373,0.6016387336665789
3377,0.6941340630585437
3447,0.49944219094637066
3481,0.5716633040686738
3547,0.5549575025399038
3566,0.6357979476587257
3604,0.2694704666209524
3609,0.609594595007527
3636,0.632551784041407
3691,0.6380822168575313
3714,0.5021241206689204
3726,0.5016968805675235
3738,0.5415438802678729
3744,0.6590192444163527
3772,0.6132758312082061
3782,0.67302899880584
3827,0.40777677137665447
3832,0.42515315048981983
3865,0.633175832899358
3877,0.3768073126959428
3937,0.49906945762833743
3949,0.6436980948808491
3997,0.6042990459521069
4056,-0.10677772134654206
4114,0.6856012991930445
4189,0.41627674088745614
4299,0.42146343563411937
4341,0.4583828335352129
4360,0.4461500043968212
4421,0.3932282187910867
4449,0.2920149704177035
4468,0.5709897889892723
4547,0.5603548236911904
4571,0.49778662075420366
4611,0.5694984714647295
4617,0.5182323682990928
4640,0.18040865048415666
35,0.564166663328364
724,0.5897709670175775
983,0.5608952496623387
1020,0.0
1059,0.5728378091707453
1159,0.6396339688946375
1163,0.6126021356460523
1398,0.6225647602197206
1578,0.6266680960743036
1755,0.5332543158614751
1901,0.4249131907314696
2049,0.5686150777031009
2073,0.46607245085940074
2099,0.5440118065679673
2133,0.5284207213468182
2436,0.0
2577,0.48927514017432827
2694,0.6735190048735895
2813,0.5724476897855508
3066,0.3422872151292107
3382,0.530313795777835
3526,0.5163885316152106
3535,0.3901606716085464
3696,0.5474976907660352
3749,0.4652955402124068
3805,0.4408827036383749
3914,0.4537005957338327
3946,0.652206621401529
4331,0.4517844419921335
4333,0.41071435000365875
4412,0.5041336616716654
4528,0.2803330508595814
4655,0.42589977376312405
1269,0.0
4265,0.5093721582964135
39,0.5864769531288676
2961,0.5419911487666578
3550,0.5371426587972132
4567,0.510181635329759
0,0.5039987686281553
